Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
575,6,0.4000,6.000,58.00,0.07895,0.997031,"YBR095C YMR159C YPL149W YAL012W YJL167W YGL119W"
576,7,0.4762,10.00,47.00,0.1408,0.974486,"YER174C YGL071W YAL044W-A YNL249C YGL220W YAL046C YDR098C"
577,4,0.5000,3.000,35.00,0.06522,0.994037,"YDL179W YOR083W YPL116W YPR068C"
578,5,0.4000,4.000,29.00,0.09302,0.984701,"YOR101W YLL017W YLL016W YNL098C YDR410C"
579,5,0.4000,4.000,65.00,0.05063,0.988407,"YDR021W YLR248W YPR091C YHR031C YMR178W"
580,10,0.4000,18.00,190.0,0.07895,0.986171,"YNL251C YPL178W YML117W YNL016W YCL026C-A YGL049C YPL190C YMR256C YER011W YFL021W"
581,4,0.6667,4.000,15.00,0.1481,0.963867,"YBR179C YOR211C YGR101W YDR470C"
582,6,0.4000,6.000,47.00,0.09231,0.968635,"YDL054C YEL027W YGR174C YDR506C YPR201W YMR013C"
583,5,0.4000,4.000,34.00,0.08333,0.973413,"YOR269W YGR089W YHL010C YKR017C YLR254C"
584,5,0.4000,4.000,52.00,0.06061,0.992801,"YGR094W YLR380W YMR234W YDR258C YMR176W"
585,5,0.4000,4.000,34.00,0.08333,0.991308,"YOR094W YOR216C YOR129C YCL034W YBL060W"
586,5,0.4000,4.000,28.00,0.09524,0.955658,"YBR260C YGR196C YGR221C YDL080C YBR240C"
587,7,0.4286,9.000,55.00,0.1154,0.965236,"YLR221C YOL144W YJR041C YNR038W YOR108W YNL104C YKL183W"
588,6,0.4667,7.000,59.00,0.08974,0.982304,"YKR094C YDL122W YLR167W YHR108W YJR099W YDR291W"
589,6,0.4000,6.000,41.00,0.1017,0.990845,"YNL032W YER015W YLR098C YNL099C YDL057W YNL056W"
590,5,0.4000,4.000,21.00,0.1143,0.628372,"YMR293C YMR104C YBL080C YGR102C YGR016W"
591,4,0.5000,3.000,35.00,0.06522,0.993495,"YER089C YIL104C YOR230W YDR035W"
592,5,0.4000,4.000,48.00,0.06452,0.993551,"YOR128C YPL085W YBR058C YCR067C YKR049C"
593,5,0.4000,4.000,12.00,0.1538,0.129266,"YCR106W YEL072W YPL034W YJL077W-B YDR222W"
594,6,0.4000,6.000,48.00,0.09091,0.918594,"YMR317W YOL108C YKL017C YHL020C YDR123C YLR422W"
595,6,0.4667,7.000,62.00,0.08642,0.998150,"YLR004C YML067C YML130C YBR229C YAL042W YDR221W"
596,5,0.4000,4.000,24.00,0.1053,0.964680,"YJR012C YLL061W YGR277C YJL163C YKL219W"
597,5,0.4000,4.000,23.00,0.1081,0.737741,"YLR125W YMR159C YMR030W YLR288C YKL107W"
598,5,0.4000,4.000,25.00,0.1026,0.707435,"YLR246W YJL127C YOL110W YKL146W YJL062W"
599,5,0.4000,4.000,23.00,0.1081,0.902022,"YML005W YNR046W YOL124C YML014W YDR140W"
600,6,0.4667,7.000,35.00,0.1296,0.938242,"YFL036W YDL044C YLR139C YLR067C YMR136W YDR400W"
601,5,0.4000,4.000,44.00,0.06897,0.997090,"YLR097C YNL037C YPL170W YLR289W YHR182W"
602,5,0.4000,4.000,33.00,0.08511,0.997166,"YMR111C YHL009W-B YHL039W YGL250W YLR082C"
603,4,0.5000,3.000,32.00,0.06977,0.993495,"YDL203C YGR058W YOR372C YOR264W"
604,4,0.8333,5.000,21.00,0.1471,0.966623,"YBR057C YGL192W YCL055W YGL036W"
605,8,0.4286,12.00,106.0,0.08955,0.991564,"YHR204W YCL043C YDL095W YDL093W YNL074C YML130C YAL023C YOR321W"
606,6,0.4000,6.000,23.00,0.1463,0.630321,"YPR116W YML091C YLR091W YJL023C YDR065W YHR054C"
607,5,0.4000,4.000,36.00,0.08000,0.992647,"YIL066C YER015W YER070W YKL011C YNL134C"
608,10,0.4000,18.00,119.0,0.1146,0.966384,"YNL190W YGR105W YHR026W YEL027W YOR270C YPL234C YLR034C YKL221W YCL005W-A YGR106C"
609,5,0.4000,4.000,40.00,0.07407,0.996093,"YOR220W YML006C YKR011C YGL166W YFL054C"
610,5,0.4000,4.000,40.00,0.07407,0.997090,"YDR326C YOR048C YER007C-A YDR289C YIL127C"
611,5,0.4000,4.000,30.00,0.09091,0.993256,"YGR224W YLR080W YKR088C YPL053C YKR050W"
612,4,0.5000,3.000,28.00,0.07692,0.993769,"YBR161W YEL042W YNR075W YJR001W"
613,5,0.4000,4.000,37.00,0.07843,0.997090,"YJR047C YHR068W YDL137W YPR095C YDR358W"
614,6,0.4000,6.000,45.00,0.09524,0.840432,"YML099C YMR043W YCL040W YMR042W YBR040W YGR122W"
615,8,0.5357,15.00,21.00,0.2885,0.0816164,"YHR005C-A YDL217C YOR297C YBR091C YJL054W YAR023C YEL020W-A YLR348C"
616,5,0.4000,4.000,34.00,0.08333,0.995266,"YGL054C YJR134C YLR309C YOR216C YKL179C"
617,9,0.4167,15.00,48.00,0.1852,0.764450,"YHR129C YLL049W YPL174C YMR294W YMR051C YPL253C YDR106W YJR008W YDR488C"
618,5,0.4000,4.000,18.00,0.1250,0.777646,"YMR138W YOL056W YPL241C YDL238C YBR284W"
619,6,0.4000,6.000,55.00,0.08219,0.998599,"YPL207W YGR198W YLR380W YLR305C YMR212C YHL032C"
620,6,1.000,15.00,42.00,0.2174,0.955088,"YDR498C YLR440C YGL098W YGL145W YNL258C YOR075W"
621,11,0.4182,23.00,184.0,0.1004,0.999743,"YJR070C YOL045W YOR351C YNR064C YDR256C YJL006C YMR041C YDL103C YNR033W YPR035W YGR001C"
622,7,0.4286,9.000,67.00,0.1000,0.999263,"YGL073W YKL062W YLR419W YMR172W YMR037C YBR182C YMR016C"
623,5,0.4000,4.000,102.0,0.03448,0.993551,"YHR124W YJL106W YDR034C-C YER060W YJR094C"
624,5,0.4000,4.000,33.00,0.08511,0.995266,"YLR247C YOR028C YLR011W YPL046C YGL250W"
625,5,0.4000,4.000,29.00,0.09302,0.997241,"YBL040C YOL020W YLR066W YBR125C YDR186C"
626,5,0.4000,4.000,35.00,0.08163,0.996562,"YGL053W YGR177C YAR031W YFL025C YOR059C"
627,6,0.4000,6.000,55.00,0.08219,0.995634,"YER062C YNL281W YKL069W YLR305C YBR139W YHL032C"
628,5,0.4000,4.000,52.00,0.06061,0.997012,"YLR097C YNL037C YLR289W YHR182W YAL015C"
629,5,0.4000,4.000,25.00,0.1026,0.950260,"YFL026W YGL089C YPL189W YKL178C YPL187W"
630,5,0.4000,4.000,33.00,0.08511,0.933069,"YOR094W YGL256W YOR129C YBL060W YFR041C"
631,6,0.4667,7.000,27.00,0.1522,0.689170,"YBR044C YDL120W YLL041C YKL148C YOL071W YPR004C"
632,5,0.4000,4.000,53.00,0.05970,0.963181,"YJL165C YPR013C YCR099C YDR020C YOL103W"
633,5,0.4000,4.000,75.00,0.04494,0.977546,"YCR008W YBR285W YPL257W-A YDL177C YLR054C"
634,5,0.4000,4.000,53.00,0.05970,0.995150,"YLR427W YBR121C YCR048W YGR087C YHR199C"
635,5,0.4000,4.000,52.00,0.06061,0.993697,"YDL226C YPR183W YOR285W YJR044C YOL129W"
636,5,0.4000,4.000,51.00,0.06154,0.983176,"YCR073C YML096W YDL125C YDR007W YDR524C"
637,6,0.4667,7.000,55.00,0.09459,0.985547,"YIR017C YNL103W YJR060W YDR253C YDR123C YLR254C"
638,6,0.4000,6.000,84.00,0.05882,0.998623,"YGR021W YHR205W YJR097W YKL048C YJR130C YEL012W"
639,6,0.4000,6.000,46.00,0.09375,0.994968,"YEL053C YER117W YPL208W YOR032C YDR361C YHR022C"
640,5,0.4000,4.000,38.00,0.07692,0.997090,"YPR017C YLR397C YLR017W YGR203W YIL119C"
641,6,0.5333,8.000,37.00,0.1404,0.982794,"YOL081W YGL121C YOR371C YLR178C YAL056W YBR140C"
642,6,0.4000,6.000,47.00,0.09231,0.939928,"YNR060W YCR024C-A YDR384C YJL004C YLR241W YHL017W"
643,7,0.4286,9.000,52.00,0.1200,0.977754,"YOL111C YOR007C YOR164C YBR137W YDL238C YHR047C YBR284W"
644,5,0.4000,4.000,49.00,0.06349,0.997166,"YDR326C YOR048C YER007C-A YJR014W YDR289C"
645,5,0.4000,4.000,64.00,0.05128,0.992647,"YDR429C YPR163C YPL105C YDR366C YER071C"
646,5,0.4000,4.000,34.00,0.08333,0.973413,"YOR372C YNL068C YGR207C YIL108W YNL254C"
647,5,0.4000,4.000,35.00,0.08163,0.979696,"YJL217W YER027C YJL089W YOL136C YPR118W"
648,5,0.4000,4.000,22.00,0.1111,0.974553,"YCR101C YJL012C YJR143C YDR459C YGR216C"
649,5,0.4000,4.000,13.00,0.1481,0.666282,"YJR106W YMR228W YOR348C YPR186C YCR045C"
650,4,0.5000,3.000,26.00,0.08108,0.993495,"YNR027W YER015W YBR028C YEL029C"
651,5,0.4000,4.000,49.00,0.06349,0.899162,"YDR122W YGR249W YNL035C YDR287W YIL165C"
652,5,0.4000,4.000,34.00,0.08333,0.995995,"YBL005W YNL087W YHR178W YGL013C YBR149W"
653,5,0.4000,4.000,56.00,0.05714,0.984701,"YGR059W YLR314C YKR011C YDR158W YLR254C"
654,6,0.4000,6.000,73.00,0.06593,0.997724,"YER131W YLR435W YGL189C YLL027W YBR291C YLR333C"
655,5,0.4000,4.000,29.00,0.09302,0.949260,"YDL181W YDL130W-A YGR089W YHL010C YKR017C"
656,5,0.4000,4.000,46.00,0.06667,0.997166,"YDR409W YLR303W YGL220W YOR138C YLL029W"
657,5,0.4000,4.000,50.00,0.06250,0.954656,"YER063W YDL084W YMR228W YOR166C YPR186C"
658,5,0.4000,4.000,46.00,0.06667,0.996378,"YDR409W YLR303W YGR126W YLL029W YEL001C"
659,5,0.5000,5.000,31.00,0.1087,0.997166,"YLR032W YIL139C YBR186W YOR346W YPL167C"
660,6,0.4000,6.000,51.00,0.08696,0.975186,"YER056C-A YDR244W YML042W YHR160C YLR284C YMR177W"
661,5,0.4000,4.000,68.00,0.04878,0.995608,"YHR185C YER091C YNL092W YJR093C YML030W"
662,5,0.4000,4.000,29.00,0.09302,0.977914,"YGL064C YDR419W YMR161W YOR346W YDL189W"
663,7,0.4286,9.000,103.0,0.07143,0.999024,"YMR273C YDR311W YOR046C YMR255W YHR149C YPL122C YGR098C"
664,6,0.4000,6.000,24.00,0.1429,0.959655,"YPL132W YOR065W YGR101W YKL141W YDR178W YKR066C"
665,5,0.4000,4.000,26.00,0.1000,0.973413,"YOL017W YLR354C YGR043C YJL068C YPL245W"
666,5,0.4000,4.000,32.00,0.08696,0.996093,"YJL214W YDL199C YMR243C YOR037W YNR072W"
667,4,0.5000,3.000,18.00,0.1034,0.851258,"YOR363C YAL051W YNL325C YOR336W"
668,5,0.4000,4.000,51.00,0.06154,0.997090,"YNR065C YCR028C YPL249C YMR192W YEL046C"
669,5,0.4000,4.000,33.00,0.08511,0.996093,"YPR128C YJL219W YJL097W YAR028W YJR161C"
670,5,0.6000,6.000,29.00,0.1333,0.977914,"YCR024C YJL025W YBL014C YCL048W YML043C"
671,5,0.4000,4.000,34.00,0.08333,0.984701,"YOL132W YBR199W YER060W-A YMR274C YER056C"
672,5,0.4000,4.000,32.00,0.08696,0.974174,"YKL207W YJL192C YBL089W YBR068C YER056C"
673,18,0.5948,91.00,189.0,0.2880,0.437003,"YML001W YKR014C YMR231W YDR080W YOR106W YPL045W YDR495C YBR131W YDL077C YLR148W YMR197C YPL195W YLR396C YLR093C YBR288C YGL212W YAL002W YGL124C"
674,4,0.5000,3.000,18.00,0.1034,0.987673,"YBR212W YBL081W YDL167C YPL184C"
675,5,0.4000,4.000,26.00,0.1000,0.990567,"YBR195C YLR017W YOR393W YOR100C YMR178W"
676,5,0.4000,4.000,27.00,0.09756,0.995995,"YNL218W YAL044W-A YNL249C YJR006W YEL058W"
677,5,0.4000,4.000,37.00,0.07843,0.997090,"YGR225W YNL090W YNL210W YJR021C YDL240W"
678,5,0.4000,4.000,53.00,0.05970,0.948129,"YDR216W YAR035W YOR208W YAL054C YLR049C"
679,7,0.4762,10.00,61.00,0.1176,0.981298,"YGL161C YHR105W YGL198W YNL024C-A YDR425W YDR084C YNL204C"
680,5,0.4000,4.000,45.00,0.06780,0.994912,"YDL179W YPR191W YHR073W YNL128W YPL164C"
681,5,0.4000,4.000,45.00,0.06780,0.996652,"YJR035W YMR226C YBL015W YNR058W YMR318C"
682,5,0.4000,4.000,72.00,0.04651,0.920058,"YHR152W YOR369C YKR069W YPR118W YPL257W-B"
683,5,0.4000,4.000,18.00,0.1250,0.870734,"YNL162W YIR021W YAL067C YOL052C Q0115"
684,5,0.4000,4.000,38.00,0.07692,0.993551,"YJL217W YPL111W YJL088W YPR118W YDR346C"
685,5,0.4000,4.000,39.00,0.07547,0.997012,"YBR260C YGR196C YDR239C YGR221C YDL080C"
686,5,0.4000,4.000,51.00,0.06154,0.997530,"YDR257C YOR119C YMR260C YBR176W YGR068C"
687,4,0.5000,3.000,23.00,0.08824,0.982003,"YDL128W YPR124W YOR311C YNL029C"
688,4,0.5000,3.000,16.00,0.1111,0.780580,"YLR318W YBL064C YKL086W YIL009C-A"
689,6,0.4000,6.000,64.00,0.07317,0.996986,"YER120W YHL020C YBR233W-A YDL072C YDR123C YER056C"
690,5,0.5000,5.000,31.00,0.1087,0.996855,"YMR270C YJR057W YBL025W YLR141W YOR295W"
691,5,0.4000,4.000,41.00,0.07273,0.996093,"YBL005W YNL087W YHR178W YGL013C YOR086C"
692,6,0.4000,6.000,42.00,0.1000,0.985547,"YOR358W YKL109W YBL021C YER106W YER130C YGL045W"
693,6,0.4000,6.000,49.00,0.08955,0.983762,"YKL062W YPL089C YDL122W YMR172W YBR182C YDR291W"
694,15,0.4190,44.00,95.00,0.2604,0.466698,"YGR033C YNR017W YHR005C-A YDL217C YPL063W YJL143W YIL022W YOR297C YLR008C YJL104W YBR091C YJL054W YNL328C YKR065C YML054C"
695,9,0.5278,19.00,22.00,0.3220,0.0368615,"YFL059W YNL334C YNL333W YFL060C YMR095C YMR096W YMR322C YOR391C YPL280W"
696,5,0.4000,4.000,42.00,0.07143,0.993551,"YOR124C YGR061C YKL192C YJL180C YIL098C"
697,5,0.4000,4.000,37.00,0.07843,0.997166,"YLR336C YDL035C YPL087W YBR241C YPL268W"
698,5,0.4000,4.000,31.00,0.08889,0.992801,"YLR214W YDL128W YFL040W YKR104W YER005W"
699,8,0.4286,12.00,119.0,0.08163,0.993647,"YOR112W YLR293C YJR074W YOR185C YKL205W YDL193W YPL009C YGL164C"
700,5,0.4000,4.000,43.00,0.07018,0.997166,"YJL146W YHR029C YGR177C YDR314C YML011C"
701,5,0.4000,4.000,59.00,0.05479,0.988407,"YDR021W YLR248W YHR031C YHR131C YMR178W"
702,5,0.4000,4.000,35.00,0.08163,0.993551,"YEL053C YJR056C YOR032C YDR361C YHR022C"
703,5,0.4000,4.000,24.00,0.1053,0.993697,"YBR093C YJL066C YNL128W YPL164C YAR071W"
704,5,0.4000,4.000,32.00,0.08696,0.997801,"YOR099W YDR452W YDR038C YNL217W YJL172W"
705,8,0.4286,12.00,105.0,0.09023,0.996469,"YEL015W YER035W YOR167C YOL149W YGL222C YLR264W YDR315C YBR094W"
706,6,0.4000,6.000,63.00,0.07407,0.956223,"YPL074W YNL088W YLR154C YDR279W YLR420W YNL072W"
707,4,0.5000,3.000,10.00,0.1429,0.865809,"YLR105C YPL083C YPR065W YAR008W"
708,5,0.4000,4.000,13.00,0.1481,0.783076,"YLR312C YOL088C YHR091C YPR117W YDR519W"
709,4,0.5000,3.000,21.00,0.09375,0.991376,"YHR204W YNL187W YBL020W YDL085W"
710,5,0.4000,4.000,58.00,0.05556,0.996562,"YPR106W YJR019C YGR210C YBR038W YJR154W"
711,5,0.4000,4.000,30.00,0.09091,0.996093,"YJL065C YKR018C YNR029C YBR030W YLR244C"
712,4,0.5000,3.000,22.00,0.09091,0.968413,"YMR279C YIL114C YKL220C YDR508C"
713,9,0.4167,15.00,93.00,0.1190,0.999316,"YAL026C YDR093W YNL323W YOR104W YNL180C YER166W YFL047W YJL204C YCR094W"
714,5,0.4000,4.000,43.00,0.07018,0.997090,"YDR354W YAL020C YBL071W-A YER065C YOL121C"
715,5,0.4000,4.000,37.00,0.07843,0.997012,"YBR260C YGR196C YGR221C YER144C YDL080C"
716,4,0.5000,3.000,23.00,0.08824,0.993495,"YGR211W YOR009W YEL041W YJR049C"
717,5,0.4000,4.000,38.00,0.07692,0.955157,"YFR053C YDL201W YPR042C YLR231C YDR165W"
718,6,0.4000,6.000,53.00,0.08451,0.993937,"YDR088C YLR433C YGR006W YDL144C YDR184C YGR263C"
719,5,0.4000,4.000,53.00,0.05970,0.997459,"YBR166C YNL317W YAL031C YBL010C YGR187C"
720,5,0.4000,4.000,26.00,0.1000,0.991489,"YDR481C YHR181W YGL038C YJL186W YBR015C"
721,5,0.4000,4.000,57.00,0.05634,0.988407,"YDR021W YLR248W YFR022W YHR031C YMR178W"
722,5,0.4000,4.000,35.00,0.08163,0.997012,"YBR208C YNL177C YPL212C YBR185C YGL232W"
723,6,0.4000,6.000,28.00,0.1304,0.967397,"YMR043W YDR451C YML027W YDR173C YCR040W YMR042W"
724,6,0.4667,7.000,123.0,0.04930,0.948141,"YNL066W YNL161W YDR293C YER033C YCL051W YLR286C"
725,4,0.5000,3.000,19.00,0.1000,0.950288,"YFL004W YPL019C YER072W YDL248W"
726,7,0.4762,10.00,29.00,0.1887,0.956429,"YCR038C YPR122W YOR301W YGR041W YLR084C YLR353W YLR404W"
727,4,0.5000,3.000,15.00,0.1154,0.913983,"YNR039C YDR205W YKL221W YHR103W"
728,5,0.4000,4.000,29.00,0.09302,0.902745,"YLR466W YDR490C YHR207C YIR044C YPL005W"
729,5,0.4000,4.000,42.00,0.07143,0.997012,"YEL062W YGL220W YIR034C YOR138C YLL029W"
730,5,0.4000,4.000,74.00,0.04545,0.995266,"YCR028C-A YOR147W YNL339C YOR113W YBL019W"
731,5,0.4000,4.000,46.00,0.06667,0.833944,"YPL161C YJR032W YIL041W YLR049C YGL126W"
732,5,0.4000,4.000,35.00,0.08163,0.980019,"YMR008C YMR127C YJR012C YOL030W YBR007C"
733,5,0.4000,4.000,89.00,0.03883,0.971327,"YPL203W YPL247C YKL121W YKL194C YML118W"
734,4,0.5000,3.000,31.00,0.07143,0.993495,"YHR059W YDR073W YBR237W YML068W"
735,5,0.4000,4.000,29.00,0.09302,0.995995,"YIL151C YIL050W YGL050W YDR140W YLR190W"
736,5,0.4000,4.000,88.00,0.03922,0.971327,"YMR081C YPL203W YPL247C YKL194C YML118W"
737,5,0.4000,4.000,65.00,0.05063,0.995150,"YJL203W YMR285C YBL101C YLR011W YOL136C"
738,7,0.4286,9.000,32.00,0.1636,0.879150,"YDL044C YMR257C YLR067C YER153C YNR045W YGR222W YJL209W"
739,7,0.4286,9.000,117.0,0.06429,0.878882,"YBR083W YHR084W YAL024C YER109C YMR164C YGL148W YDR232W"
740,6,0.5333,8.000,31.00,0.1569,0.986816,"YMR115W YCL044C YIL136W YPR024W YCR003W YER017C"
741,5,0.4000,4.000,35.00,0.08163,0.997166,"YDL099W YDL058W YKL050C YJL099W YDR517W"
742,5,0.4000,4.000,68.00,0.04878,0.997600,"YDR363W-A YGL094C YNL087W YBL054W YIR012W"
743,6,0.4000,6.000,37.00,0.1091,0.986816,"YMR168C YLR376C YDR504C YIL132C YHL006C YER158C"
744,6,0.4667,7.000,54.00,0.09589,0.968635,"YKL193C YDR436W YPL036W YFR003C YPL179W YPR005C"
745,6,0.4000,6.000,59.00,0.07792,0.891352,"YER179W YER104W YNL312W YFL014W YHR079C-A YPL121C"
746,5,0.4000,4.000,28.00,0.09524,0.979696,"YBL051C YIL151C YKR096W YDR140W YLR121C"
747,6,0.4000,6.000,37.00,0.1091,0.990950,"YGL125W YHR191C YMR078C YCL016C YPL023C YNL065W"
748,5,0.4000,4.000,52.00,0.06061,0.997241,"YAR018C YER160C YDL230W YNL077W YGR032W"
749,5,0.4000,4.000,29.00,0.09302,0.974553,"YCL056C YLR035C YGL162W YDL197C YDL157C"
750,9,0.4444,16.00,122.0,0.1026,0.987188,"YOL112W YDR021W YER149C YNL293W YLR319C YNL271C YLL021W YEL017W YGL015C"
751,7,0.4286,9.000,70.00,0.09677,0.955693,"YMR046C YDL003W YDR170W-A YDL106C YBL005W-A YNL284C-B YMR045C"
752,8,0.4286,12.00,72.00,0.1200,0.906731,"YBR083W YHR084W YMR043W YGR279C YER109C YMR164C YCL067C YCL066W"
753,5,0.4000,4.000,59.00,0.05479,0.933069,"YOL135C YIL077C YKL019W YGL155W YDL090C"
754,5,0.4000,4.000,81.00,0.04211,0.681065,"YJR022W YCL050C YLR143W YOL140W YGL117W"
755,5,0.4000,4.000,129.0,0.02797,0.963181,"YGR092W YKR041W YKL077W YJL213W YOR228C"
756,5,0.4000,4.000,23.00,0.1081,0.997315,"YLR242C YOR393W YJR108W YBR255C-A YOR100C"
757,5,0.4000,4.000,35.00,0.08163,0.988407,"YJL197W YOR107W YHR005C YHR194W YML104C"
758,5,0.4000,4.000,73.00,0.04598,0.848036,"YER118C YJR115W YNL331C YDL073W YGR257C"
759,5,0.4000,4.000,123.0,0.02920,0.848036,"YOR244W YPR089W YOR354C YDR530C YGL110C"
760,6,0.4000,6.000,36.00,0.1111,0.998384,"YLR394W YDR285W YFL003C YIL072W YLR263W YGL249W"
761,8,0.4643,13.00,58.00,0.1494,0.980888,"YBR151W YNL126W YLR212C YNL188W YKL215C YAL047C YHR172W YPL199C"
762,4,0.5000,3.000,17.00,0.1071,0.987210,"YDR332W YJL107C YOR265W YOR095C"
763,4,0.5000,3.000,29.00,0.07500,0.993495,"YGR223C YEL040W YDR272W YBR138C"
764,5,0.4000,4.000,41.00,0.07273,0.988630,"YML029W YNL294C YBL091C-A YLL014W YJL134W"
765,7,0.4286,9.000,116.0,0.06475,0.878882,"YBR083W YHR084W YAL024C YER109C YMR164C YMR250W YDR232W"
766,5,0.4000,4.000,33.00,0.08511,0.667293,"YGL140C YKL117W YIL010W YLR157C YOR262W"
767,15,0.2857,30.00,228.0,0.1042,0.974074,"YGR140W YMR168C YPL209C YGR168C YJR060W YJR089W YGR113W YDL183C YBR156C YMR094W YHL013C YHR199C-A YER156C YBL095W YMR262W"
768,5,0.4000,4.000,33.00,0.08511,0.667293,"YGL140C YKL117W YJR103W YLR157C YOR262W"
769,5,0.4000,4.000,76.00,0.04444,0.991847,"YCR086W YDR061W YIL031W YDR082W YOR264W"
770,7,0.4286,9.000,116.0,0.06475,0.878882,"YBR083W YHR084W YAL024C YER109C YMR164C YMR217W YDR232W"
771,4,0.5000,3.000,7.000,0.1667,0.647272,"YKR031C YOR242C YOR255W YPL027W"
772,5,0.4000,4.000,123.0,0.02920,0.921030,"YBL016W YGR027W-A YFR039C YBR259W YOL023W"
773,5,0.4000,4.000,123.0,0.02920,0.921030,"YBL016W YPR158W-A YFR039C YBR259W YOL023W"
774,6,0.4000,6.000,21.00,0.1538,0.659555,"YKL075C YNL091W YOL159C-A YPL229W YNL164C YLR014C"
775,5,0.4000,4.000,43.00,0.07018,0.863339,"YOR110W YLR025W YDR350C YMR154C YGR122W"
776,5,0.4000,4.000,62.00,0.05263,0.987326,"YDL206W YBR110W YNL048W YLR241W YGL065C"
777,5,0.4000,4.000,27.00,0.09756,0.997166,"YLR237W YML132W YLR138W YOR192C YHL010C"
778,5,0.4000,4.000,42.00,0.07143,0.833944,"YLR216C YHR074W YNL278W YOR154W YER140W"
779,5,0.4000,4.000,54.00,0.05882,0.921030,"YPL260W YDL025C YDL183C YAL049C YGR016W"
780,5,0.4000,4.000,53.00,0.05970,0.997315,"YLR229C YDL135C YFL047W YCR094W YDL240W"
781,6,0.4000,6.000,83.00,0.05941,0.998240,"YDR176W YBL005W YGL221C YPR008W YGL013C YDR208W"
782,5,0.4000,4.000,103.0,0.03419,0.963181,"YML064C YGL040C YML078W YBR227C YGR066C"
783,27,0.4330,152.0,355.0,0.2709,0.548286,"YPR103W YFL007W YOL038W YMR314W YER094C YOR157C YOR362C YGL011C YLR211C YJL001W YDL188C YBL041W YGR253C YCR076C YIR030C YKR070W YGR135W YPL144W YKL206C YBR173C YLR199C YFR050C YML092C YLR021W YIL099W YDR179W-A YIL009C-A"
784,5,0.4000,4.000,34.00,0.08333,0.988407,"YJL197W YHR005C YJR086W YHR194W YML104C"
785,5,0.4000,4.000,127.0,0.02837,0.813626,"YMR186W YJR139C YOL029C YDL048C YEL070W"
786,5,0.4000,4.000,58.00,0.05556,0.963181,"YPL281C YPL150W YJR142W YNL211C YLR285W"
787,6,0.4000,6.000,24.00,0.1429,0.986816,"YDL107W YGR062C Q0275 YOR266W YNR045W YGR222W"
788,5,0.4000,4.000,47.00,0.06557,0.706203,"YPR154W YDR505C YDL159W-A YJL056C YAL063C-A"
789,5,0.4000,4.000,47.00,0.06557,0.983883,"YBR143C YJL016W YPL083C YML068W YPR065W"
790,5,0.4000,4.000,18.00,0.1250,0.987580,"YDR119W YHR078W YKL188C YPL147W YMR150C"
791,7,0.4286,9.000,63.00,0.1047,0.903088,"YOR066W YLR182W YDL056W YHR116W YER111C YKR077W YOL131W"
792,10,0.4000,18.00,226.0,0.06818,0.976041,"YDR097C YLR209C YCR092C YLL024C YBR088C YLR035C YOL090W YMR167W YNL082W YOR033C"
793,41,0.4049,332.0,882.0,0.2562,0.969626,"YNL248C YPR110C YOR210W YOL005C YOR224C YJL148W YNL113W YHR143W-A YIL021W YER022W YJL168C YPR133C YOL021C YPR190C YOR340C YOR341W YBR154C YER139C YOR151C YJL140W YGR005C YOR116C YDR404C YGR063C YGL070C YJL011C YPR187W YDR045C YDL150W YGL043W YKR025W YJR063W YKL144C YDL115C YOR207C YPR093C YGR186W YNL151C YDR156W YDR005C YNR003C"
794,5,0.4000,4.000,45.00,0.06780,0.882827,"YBR126C YIL177C YBR265W YIR032C YMR251W"
795,11,0.4182,23.00,76.00,0.1901,0.786088,"YHR083W YNL026W YGR082W YNL070W YNL131W YMR203W YPR133W-A YNL003C YAL010C YLR168C YDR375C"
796,4,0.5000,3.000,18.00,0.1034,0.991376,"YLL010C YDL110C YGR057C YKL015W"
797,5,0.5000,5.000,10.00,0.2000,0.674346,"YCL020W YFL002W-A YDR261W-B YCL019W YDR261W-A"
798,4,0.5000,3.000,18.00,0.1034,0.558429,"YOL083W YLR057W YMR289W YCR027C"
799,5,0.4000,4.000,79.00,0.04301,0.638471,"YBR200W YNR071C YDR368W YCL005W YMR247C"
800,5,0.4000,4.000,73.00,0.04598,0.883588,"YOL016C YER119C YBR071W YKL149C YBR220C"
801,5,0.4000,4.000,45.00,0.06780,0.882827,"YBR126C YBR265W YIR032C YLR411W YMR251W"
802,5,0.4000,4.000,51.00,0.06154,0.980341,"YBR261C YGR088W YPL069C YOR108W YOR192C-A"
803,5,0.4000,4.000,22.00,0.1111,0.980341,"YLR368W YPR078C YGL219C YHR075C YHR106W"
804,16,0.4083,49.00,399.0,0.1021,0.978696,"YNL031C YBR195C YBR010W YNL246W YNL030W YOR064C YNL206C YPR018W YLL002W YGL194C YKR029C YER169W YOR025W YML102W YLR141W YER051W"
805,5,0.4000,4.000,91.00,0.03810,0.816922,"YBL026W YLR126C YOL102C YLR120C YOL163W"
806,6,0.6000,9.000,56.00,0.1169,0.955365,"YGR261C YPL195W YLR093C YPL212C YBR288C YJL024C"
807,5,0.4000,4.000,35.00,0.08163,0.903092,"YLR452C YEL025C YNL327W YDL180W YDR319C"
808,4,0.5000,3.000,15.00,0.1154,0.955729,"YDL012C YFR047C YIL172C YHR032W"
809,5,0.4000,4.000,95.00,0.03670,0.627559,"YBR059C YLR392C YPR033C YMR222C YPL223C"
