Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
61,15,0.6230,65.42,24.66,0.5448,1.64486e-05,"YAL043C YDR195W YGR156W YJR093C YKL059C YLR115W YLR277C YKL018W YDR301W YKR002W YNL317W YPR107C YNL222W YLR358C YOR179C"
62,8,0.4071,11.40,33.84,0.1862,0.245817,"YNL132W YJL033W YDR299W YER127W YGR145W YDR365C YHR065C YNR054C"
63,5,0.4710,4.710,16.30,0.1519,0.376284,"YAL027W YML095C YPL022W YBR061C YPL183C"
64,4,0.4783,2.870,5.950,0.1706,0.671372,"YDL122W YMR049C YOR272W YLL008W"
65,4,0.4500,2.700,9.800,0.1317,0.148742,"YDR054C YDL132W YJR090C YOL063C"
66,5,0.4750,4.750,11.95,0.1779,0.265435,"YOL115W YIL079C YJL050W YDL175C YNL299W"
67,6,0.4113,6.170,29.29,0.1300,0.810761,"YBL052C YPR031W YDR359C YJR082C YOL077C YLR455W"
68,10,0.4198,18.89,11.88,0.3721,0.00214311,"YBR127C YDL185W YEL051W YGR020C YHR039C-B YPR036W YJR069C YLR090W YMR027W YPL201C"
69,4,0.4583,2.750,11.23,0.1251,0.766087,"YBL086C YDL182W YDL131W YER122C"
70,4,0.4167,2.500,12.14,0.1104,0.903035,"YNL106C YCR008W YLR305C YDR440W"
71,9,0.4392,15.81,27.00,0.2600,0.0926632,"YMR288W YDL043C YAL032C YDL030W YDR482C YJL203W YML049C YMR240C YPL151C"
72,5,0.4330,4.330,20.54,0.1242,0.952654,"YCR087C-A YDL060W YER131W YLR435W YOR198C"
73,8,0.6507,18.22,16.37,0.3602,0.0154138,"YGL137W YDL145C YDR238C YFR051C YIL076W YNL287W YPL010W YNL272C"
74,9,0.4275,15.39,32.86,0.2323,0.268145,"YLR175W YHR089C YNL308C YDL208W YCL059C YDL213C YHR072W-A YGL078C YMR310C"
75,12,0.6250,41.25,43.11,0.3807,0.00146972,"YJL081C YGR002C YNL107W YEL018W YDR359C YFL024C YHR090C YHR099W YNL136W YOR244W YPR023C YJR082C"
76,5,0.4060,4.060,13.81,0.1457,0.734565,"YAL007C YAR002C-A YGL055W YGL200C YML012W"
77,7,0.4090,8.590,13.83,0.2359,0.100668,"YAR073W YHR216W YLR432W YML056C YGR237C YIL154C YOR360C"
78,8,0.4293,12.02,47.39,0.1594,0.643809,"YLR197W YOR310C YEL026W YPR178W YJL010C YOL144W YOR078W YPR137W"
79,4,0.4467,2.680,17.37,0.09554,0.903035,"YMR290C YHR052W YPL009C YOR056C"
80,6,0.4293,6.440,12.48,0.2083,0.114066,"YGL120C YGL128C YKR022C YLR424W YNL224C YIL007C"
81,6,0.4467,6.700,10.07,0.2329,0.0627651,"YBL008W YBR215W YJL115W YOR038C YJR140C YLR403W"
82,22,0.4113,95.02,47.64,0.5091,2.67831e-07,"YAL011W YDR190C YDR334W YDR485C YJL081C YLR085C YML041C YPL235W YBR231C YGR002C YLR385C YNL107W YDL002C YER092W YFL013C YGL150C YLR052W YOR141C YEL044W YNL059C YOR189W YNL215W"
83,16,0.4099,49.19,48.16,0.3803,0.000634947,"YBR251W YDR041W YDR175C YDR337W YDR347W YGL129C YGR165W YIL093C YJR113C YKL155C YNL137C YPL118W YJR096W YER050C YJL063C YDR124W"
84,2,0.8500,0.8500,1.860,0.1267,0.658454,"YNR047W YBR235W"
85,7,0.5795,12.17,8.650,0.3495,0.0106539,"YML105C YDL092W YDL051W YKL122C YPL210C YPL243W YPR088C"
86,7,0.4205,8.830,24.37,0.1871,0.550837,"YBL071W-A YAL020C YDR385W YIL103W YKL191W YMR315W YLR043C"
87,5,0.4110,4.110,18.97,0.1242,0.851865,"YJR009C YJL052W YER086W YNL273W YOR299W"
88,5,0.4480,4.480,9.200,0.1892,0.147401,"YMR308C YDR101C YJL122W YKL113C YER107C"
89,9,0.4300,15.48,22.06,0.2787,0.0853281,"YMR288W YDL043C YDL030W YDR482C YGL174W YJL203W YML049C YMR240C YOR319W"
90,8,0.8996,25.19,12.45,0.4696,0.000465487,"YDR324C YDR398W YEL055C YGR128C YHR196W YJL109C YMR093W YPL126W"
91,23,0.3206,81.11,48.88,0.4609,1.41604e-06,"YIL070C YBR251W YBR146W YDR041W YDR175C YDR337W YDR347W YGL129C YGR165W YHL004W YIL093C YJR101W YJR113C YKL155C YNL137C YPL118W YER050C YGR084C YGR215W YNL081C YOR158W YNR036C YDR124W"
92,4,0.4383,2.630,7.130,0.1481,0.154712,"YHR066W YDR312W YKL014C YPR143W"
93,5,0.4570,4.570,13.07,0.1653,0.500000,"YDL031W YDL040C YHR013C YOR253W YGL045W"
94,4,0.4867,2.920,10.08,0.1390,0.557383,"YDL188C YKR062W YKL028W YAL053W"
95,8,0.4025,11.27,43.21,0.1599,0.936096,"YHR064C YGR285C YLR249W YDR234W YDR457W YLR262C YOR081C YPR173C"
96,6,0.7807,11.71,5.680,0.3984,0.0137432,"YAL001C YBR123C YDR362C YGR047C YOR110W YPL007C"
97,6,0.4893,7.340,8.590,0.2628,0.0637689,"YNL312W YAR007C YFL014W YHR164C YJL173C YDR300C"
98,6,0.5380,8.070,6.890,0.2993,0.0452060,"YOR217W YBR087W YJR068W YNL290W YOR144C YOL094C"
99,4,0.4950,2.970,10.61,0.1376,0.849739,"YOR326W YDR017C YGR003W YLR288C"
100,11,0.5522,30.37,30.41,0.3669,0.00101347,"YBL026W YJR022W YMR268C YCR077C YER112W YER146W YJL124C YNL147W YGL173C YDR378C YLR438C-A"
101,5,0.4570,4.570,10.11,0.1852,0.264180,"YPL037C YBR229C YDR221W YMR140W YHR193C"
102,2,0.9700,0.9700,1.630,0.1470,0.658454,"YGR167W YGL206C"
103,7,0.4119,8.650,11.50,0.2533,0.168420,"YGR129W YDR416W YBR188C YJR050W YLL036C YLR117C YGR278W"
104,4,0.4050,2.430,13.15,0.1031,0.903035,"YDR422C YER162C YML011C YFR024C-A"
105,5,0.4100,4.100,3.520,0.2327,0.0712283,"YKR027W YLR330W YMR237W YNL045W YKL029C"
106,9,0.7644,27.52,14.86,0.4558,0.00133986,"YBR095C YAL013W YIL084C YMR263W YNL097C YNL330C YOL004W YPL139C YPL181W"
107,7,0.4643,9.750,8.850,0.2991,0.0204568,"YJR065C YNR035C YBR234C YDL029W YIL062C YKL013C YLR370C"
108,7,0.6590,13.84,7.840,0.3879,0.00759680,"YCR058C YJL069C YLR129W YLR222C YLR409C YDR449C YJL147C"
109,4,0.4100,2.460,2.250,0.1935,0.154712,"YKL192C YIL098C YJL180C YNL315C"
110,3,0.4200,1.260,3.070,0.1220,0.331260,"YDR354W YER065C YJL168C"
111,4,0.4083,2.450,5.980,0.1491,0.235243,"YKL210W YAL012W YDR415C YOR184W"
112,8,0.4607,12.90,7.520,0.3542,0.00267552,"YAL016W YDL134C YDL188C YGL190C YML109W YMR273C YOR386W YOR162C"
113,4,0.4650,2.790,10.17,0.1331,0.557383,"YKL172W YBL039C YGR124W YLR196W"
114,11,0.4885,26.87,8.210,0.4707,5.25254e-05,"YBR107C YBR211C YDR254W YDR318W YGR179C YJR135C YLR315W YPL018W YPR046W YDR383C YLR381W"
115,4,0.4167,2.500,9.020,0.1281,0.667497,"YOR257W YER086W YJR059W YPL116W"
116,5,0.4630,4.630,13.15,0.1667,0.734565,"YHL034C YGR272C YOL077C YMR014W YNL255C"
117,4,0.4683,2.810,10.27,0.1333,0.843839,"YBR067C YER151C YMR173W YOL109W"
118,4,0.4333,2.600,14.66,0.1029,0.903035,"YER162C YML011C YGL167C YFR024C-A"
119,4,0.5150,3.090,6.870,0.1720,0.442617,"YER006W YPL093W YNL110C YNR053C"
120,4,0.5933,3.560,5.960,0.2032,0.442275,"YBR249C YKL056C YPL048W YKL081W"
121,2,0.7300,0.7300,5.950,0.06835,0.979387,"YNL055C YPR164W"
122,4,0.5400,3.240,4.500,0.2058,0.150261,"YPR171W YMR079W YHR076W YKL091C"
123,8,0.4618,12.93,19.74,0.2657,0.215279,"YBL046W YNL201C YDR075W YDR293C YML010W YDR225W YER033C YKR028W"
124,4,0.4950,2.970,8.590,0.1518,0.770201,"YDR171W YBR169C YJR148W YLR304C"
125,8,0.4100,11.48,9.800,0.3079,0.0154138,"YLR314C YCR002C YDL225W YDR507C YHR107C YJR076C YDR168W YIR022W"
126,8,0.4061,11.37,10.89,0.2972,0.0117165,"YCR071C YDR405W YLR439W YMR024W YNL284C YPL173W YDR322W YLR312W-A"
127,5,0.4920,4.920,4.620,0.2518,0.0712283,"YDL105W YDR288W YEL019C YOL034W YOR352W"
128,8,0.6336,17.74,7.770,0.4274,0.000429949,"YDR016C YDR201W YGL061C YKR037C YGR113W YKL052C YKR083C YDR320C-A"
129,6,0.7167,10.75,4.390,0.3961,0.00968669,"YGL227W YBR105C YDR255C YIL017C YIL097W YMR135C"
130,7,0.4610,9.680,1.510,0.3843,0.00171763,"YHL019C YPR029C YKL135C YFL034W YPL259C YLR170C YFR043C"
131,3,0.4767,1.430,1.510,0.1600,0.253278,"YDR120C YLR309C YHR169W"
132,4,0.4183,2.510,4.470,0.1676,0.331559,"YAL034C YER110C YNL122C YMR290W-A"
133,4,0.5383,3.230,13.46,0.1308,0.992931,"YEL030W YKL191W YJR045C YLR203C"
134,9,0.4764,17.15,3.840,0.4399,0.000268395,"YBL084C YGL240W YDR118W YHR166C YKL022C YLR127C YNL172W YOR249C YFR036W"
135,5,0.7470,7.470,4.050,0.3471,0.0180726,"YBR103W YCR033W YIL112W YKR029C YOL068C"
136,4,0.7967,4.780,3.590,0.2920,0.0151914,"YBR094W YEL015W YNL118C YOL149W"
137,5,0.4460,4.460,5.480,0.2237,0.147401,"YOR115C YDR108W YDR246W YDR472W YPR078C"
138,7,0.7771,16.32,12.41,0.3819,0.0148311,"YER025W YJR007W YDR211W YGR083C YKR026C YLR291C YOR260W"
139,7,0.4457,9.360,5.890,0.3200,0.0107254,"YGL005C YGL223C YML071C YNL041C YER157W YPR105C YNL051W"
140,3,0.4533,1.360,3.200,0.1288,0.500000,"YLR097C YEL054C YOR293W"
141,7,0.4019,8.440,5.320,0.3040,0.00754102,"YAL033W YBR257W YHR062C YNL221C YBR167C YGR030C YNL282W"
142,4,0.4417,2.650,7.080,0.1495,0.903035,"YAL026C YAR044W YAR042W YDL019C"
143,7,0.5181,10.88,7.990,0.3310,0.00897992,"YDR328C YDL216C YDR179C YMR025W YOL117W YIL071C YMR258C"
144,3,0.8767,2.630,3.970,0.2087,0.331260,"YLR028C YMR120C YNR034W"
145,4,0.4150,2.490,5.480,0.1559,0.332503,"YDR120C YLR309C YER049W YOR051C"
146,4,0.4200,2.520,3.640,0.1780,0.235243,"YLR014C YIL156W YJL020C YJL021C"
147,3,0.4333,1.300,2.280,0.1357,0.326548,"YJL128C YDL006W YDR162C"
148,4,0.4567,2.740,2.450,0.2077,0.122692,"YLR423C YDR022C YPL166W YJR156C"
149,4,0.4433,2.660,7.440,0.1470,0.442617,"YKL210W YDR415C YOR184W YPL209C"
150,5,0.4030,4.030,14.34,0.1421,0.827129,"YAL007C YGL008C YGL055W YJL034W YMR214W"
151,3,0.5500,1.650,2.240,0.1668,0.328953,"YNL246W YLL002W YMR020W"
152,6,0.8353,12.53,4.200,0.4361,0.00249906,"YPR056W YDL108W YDR460W YDR311W YLR005W YPR025C"
153,5,0.5340,5.340,4.400,0.2705,0.0296635,"YBR135W YLR079W YDL155W YBR160W YPR120C"
154,4,0.4700,2.820,8.710,0.1444,0.557383,"YBL039C YOL041C YGR124W YLR196W"
155,3,0.5467,1.640,8.990,0.09862,0.808633,"YOL054W YLR058C YEL047C"
156,3,0.7900,2.370,4.690,0.1815,0.331260,"YIL033C YPL203W YJL164C"
157,4,0.4917,2.950,6.170,0.1723,0.557383,"YDL042C YDR227W YLR278C YLR442C"
158,4,0.4333,2.600,8.960,0.1329,0.843839,"YDL042C YDR227W YJL076W YPL110C"
159,4,0.4950,2.970,3.240,0.2090,0.0902013,"YGL092W YGL100W YJR042W YKL057C"
160,3,0.9900,2.970,5.130,0.2106,0.321417,"YDR289C YGL246C YOR048C"
161,4,0.9633,5.780,2.780,0.3490,0.0147005,"YDR074W YBR126C YML100W YMR261C"
162,6,0.6020,9.030,6.160,0.3321,0.0122348,"YDR322W YDR237W YDR462W YNL005C YNL252C YCR003W"
163,4,0.4167,2.500,5.130,0.1599,0.667497,"YNL307C YLR039C YDR137W YNL044W"
164,7,0.4390,9.220,13.64,0.2501,0.261452,"YGR129W YDR416W YBR188C YLL036C YLR117C YMR213W YPR101W"
165,7,0.4810,10.10,4.510,0.3530,0.00361311,"YDR419W YDR477W YER027C YGL115W YDR422C YGL208W YER129W"
166,9,0.4469,16.09,24.54,0.2744,0.0926632,"YMR288W YDL043C YDL030W YDR482C YJL203W YML049C YMR240C YPL213W YOR319W"
167,5,0.4950,4.950,7.400,0.2215,0.337118,"YOR124C YHR131C YER125W YMR275C YOR138C"
168,5,0.4410,4.410,2.420,0.2620,0.0180726,"YFR015C YKR058W YLR258W YGL234W YJL137C"
169,5,0.5780,5.780,5.310,0.2741,0.0300514,"YDR424C YJL041W YIL115C YJL061W YKR082W"
170,7,0.4681,9.830,1.270,0.3916,0.000844960,"YHR012W YJL053W YJL154C YOR069W YOR132W YPL070W YKL195W"
171,4,0.4133,2.480,4.680,0.1636,0.557383,"YKL088W YOR054C YKR072C YJR131W"
172,5,0.8430,8.430,2.980,0.3937,0.00596262,"YLR384C YHR187W YPL101W YGR200C YPL086C"
173,5,0.4040,4.040,11.04,0.1611,0.928164,"YIL105C YNL106C YDR440W YKL126W YMR104C"
174,4,0.4650,2.790,4.530,0.1821,0.442617,"YFR024C YMR259C YBR061C YPL183C"
175,3,0.4733,1.420,3.070,0.1354,0.328953,"YKL007W YOL065C YOR236W"
176,2,0.9700,0.9700,5.540,0.09229,0.979387,"YLR399C YDL070W"
177,5,0.8010,8.010,2.330,0.3938,0.00596262,"YBL097W YFR031C YLR086W YLR272C YDR325W"
178,4,0.4567,2.740,4.110,0.1845,0.442275,"YCR066W YGL058W YDL074C YMR100W"
179,4,0.7583,4.550,4.260,0.2707,0.0561756,"YDL003W YFL008W YJL074C YIL026C"
180,9,0.4531,16.31,33.61,0.2401,0.213388,"YLR175W YHR089C YNL308C YDL208W YCL059C YCR016W YGL078C YGR283C YMR310C"
181,3,0.8967,2.690,1.870,0.2547,0.187913,"YDR091C YJR067C YNL260C"
182,4,0.4600,2.760,5.690,0.1678,0.557383,"YGR161C YJL098W YDL047W YBR214W"
183,2,0.9900,0.9900,4.620,0.1030,0.979387,"YPR169W YDR496C"
184,5,0.4520,4.520,2.120,0.2716,0.0105883,"YDR357C YEL005C YGL079W YLR408C YNL086W"
185,3,0.5933,1.780,4.400,0.1461,0.668740,"YLL021W YER149C YER155C"
186,2,0.9900,0.9900,1.940,0.1429,0.658454,"YFL006W YFL007W"
187,6,0.4373,6.560,5.210,0.2760,0.00249906,"YAL021C YCR093W YDR252W YGR134W YJR011C YNL288W"
188,4,0.7633,4.580,1.590,0.3232,0.0147005,"YER018C YMR117C YIL144W YOL069W"
189,5,0.4100,4.100,6.060,0.2034,0.0718360,"YIL091C YDL153C YJR002W YJR119C YKL035W"
190,4,0.4500,2.700,5.990,0.1618,0.557383,"YFR009W YGL195W YLR380W YML093W"
191,2,0.4500,0.4500,1.890,0.07098,0.658454,"YMR123W YLR064W"
192,7,0.4029,8.460,21.76,0.1913,0.100668,"YBL058W YDL126C YBR170C YGR048W YLR377C YML064C YNL155W"
193,4,0.4550,2.730,11.19,0.1245,0.903035,"YDR171W YBR001C YDR001C YJR148W"
194,3,0.6033,1.810,2.750,0.1714,0.331260,"YBR082C YDR059C YKL010C"
195,4,0.4100,2.460,5.930,0.1501,0.667497,"YCL032W YGL157W YGL171W YJL023C"
196,5,0.4430,4.430,1.410,0.2797,0.0172268,"YDL056W YLR182W YER111C YKR077W YOR083W"
197,6,0.5980,8.970,6.400,0.3277,0.0150289,"YLR314C YCR002C YDL225W YHR107C YJR076C YDR168W"
198,4,0.4400,2.640,3.290,0.1895,0.330598,"YAL047C YHR172W YLR212C YNL126W"
199,4,0.5867,3.520,2.730,0.2470,0.0561756,"YDR295C YNL021W YPR179C YKL134C"
200,5,0.4610,4.610,2.710,0.2662,0.00596262,"YDR357C YKL061W YEL005C YGL079W YLR408C"
201,2,0.8800,0.8800,2.520,0.1189,0.658454,"YER095W YML032C"
202,7,0.4019,8.440,22.53,0.1877,0.374430,"YDR099W YDR001C YER177W YNR047W YGR097W YNL267W YNR014W"
203,2,0.9900,0.9900,0.9000,0.1681,0.110336,"YBR101C YBR115C"
204,4,0.6000,3.600,3.160,0.2439,0.0969654,"YGL133W YOR304W YJL065C YNL230C"
205,4,0.4633,2.780,2.640,0.2072,0.154712,"YER070W YIL066C YJL026W YGR180C"
206,4,0.4533,2.720,1.680,0.2194,0.0561756,"YGR233C YOL001W YPL031C YPL219W"
207,4,0.4450,2.670,1.650,0.2167,0.0551051,"YHR114W YBR136W YLR337C YOR181W"
208,2,0.9900,0.9900,2.000,0.1416,0.658454,"YBL035C YNL102W"
209,4,0.4283,2.570,4.120,0.1749,0.442617,"YBL037W YJL084C YJR005W YJR058C"
210,4,0.4317,2.590,2.690,0.1950,0.331559,"YBR088C YJR006W YJR043C YDL102W"
211,7,0.4138,8.690,14.21,0.2355,0.398822,"YCR071C YDR405W YMR024W YPL173W YDR322W YML025C YLR312W-A"
212,4,0.4250,2.550,7.520,0.1411,0.667497,"YDL122W YMR049C YLL008W YNL085W"
213,4,0.4750,2.850,1.240,0.2357,0.0518768,"YOR007C YBR137W YOL111C YOR164C"
214,4,0.4033,2.420,5.810,0.1491,0.764757,"YAL017W YDL100C YOR196C YMR116C"
215,3,0.5300,1.590,2.130,0.1636,0.0920193,"YLR270W YOR173W YPL245W"
216,3,0.4600,1.380,1.780,0.1507,0.328953,"YML106W YDR058C YMR271C"
217,4,0.5383,3.230,2.010,0.2440,0.0295359,"YCR065W YJR102C YPL002C YLR417W"
218,2,0.6100,0.6100,3.210,0.07801,0.979387,"YBL055C YOR052C"
219,3,0.9900,2.970,3.930,0.2302,0.0318013,"YAL021C YCR093W YNL288W"
220,3,0.5767,1.730,2.400,0.1708,0.331260,"YBL076C YLR060W YFL022C"
221,2,0.9900,0.9900,2.380,0.1343,0.658454,"YCR053W YML126C"
222,3,0.6833,2.050,1.050,0.2253,0.0404278,"YCL016C YHR191C YMR078C"
223,4,0.4383,2.630,1.360,0.2193,0.0551051,"YBL056W YLR240W YBR125C YDR071C"
224,2,0.8400,0.8400,2.220,0.1190,0.979387,"YGR116W YPR133C"
225,3,0.9700,2.910,0.7900,0.3000,0.0382613,"YBR195C YML102W YPR018W"
226,5,0.4710,4.710,2.440,0.2746,0.0136642,"YBR288C YGR261C YJL024C YPL195W YPL212C"
227,3,0.5267,1.580,1.730,0.1697,0.191367,"YCR005C YOR323C YCR079W"
228,2,0.6500,0.6500,1.440,0.1067,0.658454,"YCR086W YDR439W"
229,4,0.4083,2.450,5.030,0.1583,0.557383,"YPR067W YFR009W YGL195W YML093W"
230,4,0.4183,2.510,1.650,0.2064,0.0303010,"YAR019C YDR152W YGR173W YOL061W"
231,2,0.5600,0.5600,1.050,0.09982,0.658454,"YNL084C YIR006C"
232,2,0.9800,0.9800,1.390,0.1538,0.658454,"YER071C YIR003W"
233,4,0.4533,2.720,7.510,0.1492,0.442617,"YPR116W YOR355W YML091C YJL023C"
234,4,0.4783,2.870,4.470,0.1871,0.122692,"YFR024C YOR042W YMR259C YBR061C"
235,4,0.5583,3.350,0.2900,0.2878,0.0132594,"YGR206W YCL008C YLR119W YPL065W"
236,4,0.4167,2.500,9.980,0.1221,0.969699,"YDL085W YBR011C YLR371W YPL066W"
237,3,0.7867,2.360,1.160,0.2479,0.0404278,"YJL006C YKL139W YML112W"
238,5,0.4710,4.710,1.360,0.2931,0.0152995,"YJL072C YDR013W YDR489W YOL146W YPR135W"
239,2,0.9800,0.9800,1.340,0.1551,0.658454,"YJL125C YNL062C"
240,3,0.4567,1.370,0.5900,0.1721,0.0920193,"YJL155C YLR345W YOR219C"
241,4,0.4317,2.590,6.000,0.1561,0.764757,"YJL034W YMR214W YJR104C YMR038C"
242,2,0.9800,0.9800,0.4000,0.1822,0.110336,"YJR109C YOR303W"
243,3,0.4300,1.290,0.8400,0.1587,0.0920193,"YKL058W YFR032C YOR194C"
244,3,0.5500,1.650,2.300,0.1658,0.253278,"YML057W YKL190W YLR433C"
245,3,0.5867,1.760,2.020,0.1800,0.191367,"YLR153C YPR074C YBR117C"
246,5,0.4320,4.320,17.92,0.1340,0.851865,"YDL060W YER131W YLR435W YOR198C YNL207W"
247,4,0.4317,2.590,1.250,0.2188,0.0518768,"YNL071W YBR221C YER178W YDL239C"
248,3,0.6567,1.970,2.240,0.1929,0.191367,"YNL099C YNL032W YNL056W"
249,4,0.4167,2.500,4.560,0.1660,0.332503,"YPL195W YNL177C YGL232W YPL212C"
250,4,0.4050,2.430,22.37,0.07409,0.764757,"YGR086C YNL251C YKR086W YPL074W"
251,2,0.9700,0.9700,0.6400,0.1729,0.110336,"YER090W YKL211C"
252,3,0.4200,1.260,2.610,0.1277,0.500000,"YOR014W YGR123C YLL001W"
253,4,0.9867,5.920,0.000,0.4253,0.00967973,"YAL034W-A YIR010W YPL233W YJR112W"
254,3,0.7733,2.320,0.3700,0.2670,0.0382613,"YHR197W YHR085W YNL182C"
255,2,0.4500,0.4500,0.5800,0.08946,0.658454,"YIL173W YBR281C"
256,3,0.9133,2.740,0.2900,0.3034,0.0382613,"YBL021C YOR358W YGL237C"
257,3,0.6167,1.850,1.940,0.1890,0.0404278,"YBL067C YOL087C YER098W"
258,3,0.5700,1.710,1.930,0.1774,0.0404278,"YBR084W YGR204W YIL137C"
259,2,0.6800,0.6800,1.450,0.1109,0.658454,"YJR033C YDR202C"
260,2,0.9900,0.9900,0.6500,0.1755,0.110336,"YBR131W YGL124C"
261,2,0.4000,0.4000,0.6200,0.07968,0.658454,"YOR233W YMR010W"
262,3,0.7767,2.330,1.120,0.2466,0.0404278,"YBR225W YGL197W YLR310C"
263,4,0.4100,2.460,4.010,0.1700,0.557383,"YNL242W YFR021W YHR070W YFR040W"
264,2,0.5800,0.5800,1.940,0.08896,0.979387,"YCR084C YKL213C"
265,4,0.4017,2.410,4.860,0.1578,0.442617,"YDR227W YGL121C YLR278C YLR442C"
266,2,0.4000,0.4000,0.6200,0.07968,0.658454,"YDL181W YDL130W-A"
267,3,0.5900,1.770,0.9900,0.2021,0.130577,"YDL195W YLR208W YDR164C"
268,2,0.4000,0.4000,0.6500,0.07921,0.658454,"YDR051C YLR024C"
269,3,0.7900,2.370,2.270,0.2227,0.331260,"YDR092W YGL087C YMR140W"
270,2,0.9400,0.9400,0.7100,0.1664,0.110336,"YDR097C YOL090W"
271,2,0.9800,0.9800,1.260,0.1571,0.110336,"YDR148C YIL125W"
272,4,0.4233,2.540,2.420,0.1960,0.122692,"YAR019C YDR152W YGR173W YIL152W"
273,5,0.4290,4.290,3.870,0.2362,0.0463459,"YAL021C YCR093W YPR035W YNL288W YLR048W"
274,2,0.4500,0.4500,0.9600,0.08318,0.658454,"YDR181C YMR127C"
275,2,0.8400,0.8400,0.3900,0.1606,0.110336,"YPL231W YKL182W"
276,4,0.4500,2.700,0.3000,0.2455,0.0132594,"YIL135C YOR043W YLL010C YLR019W"
277,4,0.4383,2.630,4.190,0.1775,0.332503,"YDR436W YFR021W YFR040W YML016C"
278,2,0.9900,0.9900,1.930,0.1431,0.658454,"YDR502C YLR180W"
279,5,0.4100,4.100,9.710,0.1722,0.734565,"YKL204W YOL139C YDR515W YGR162W YOR276W"
280,4,0.4767,2.860,1.370,0.2339,0.0151914,"YDR517W YDL099W YPR181C YNL049C"
281,2,0.5100,0.5100,2.090,0.07727,0.979387,"YEL012W YLR410W"
282,3,0.9167,2.750,0.4500,0.2989,0.0360991,"YBR152W YGR075C YDL098C"
283,4,0.4333,2.600,3.450,0.1851,0.122692,"YDR436W YKL193C YFR003C YML016C"
284,4,0.5167,3.100,3.840,0.2075,0.233913,"YDR310C YOR279C YBR059C YOL068C"
285,4,0.4800,2.880,11.10,0.1310,0.667497,"YDL188C YKR062W YKL028W YNL112W"
286,2,0.9900,0.9900,1.320,0.1569,0.658454,"YGL097W YLR293C"
287,3,0.4800,1.440,0.3900,0.1839,0.0382613,"YMR012W YJL144W YNL234W"
288,3,0.4600,1.380,0.8400,0.1679,0.0952151,"YGR119C YFR002W YGL172W"
289,3,0.5133,1.540,2.410,0.1548,0.187913,"YJL008C YFL037W YJL159W"
290,5,0.4160,4.160,1.370,0.2679,0.00596262,"YER174C YGR262C YML036W YJL184W YKR038C"
291,2,0.8400,0.8400,0.6000,0.1544,0.110336,"YHL002W YNR006W"
292,2,0.4000,0.4000,0.8700,0.07590,0.658454,"YHR084W YPL049C"
293,4,0.4850,2.910,18.55,0.09878,0.903035,"YOL012C YKL028W YKR092C YDR452W"
294,2,0.8400,0.8400,1.570,0.1310,0.658454,"YCL043C YHR204W"
295,3,0.5000,1.500,1.170,0.1730,0.134143,"YLR386W YNL325C YOR336W"
296,2,0.9900,0.9900,0.8700,0.1689,0.110336,"YJL070C YML035C"
297,5,0.4990,4.990,8.980,0.2082,0.417266,"YMR125W YJR041C YKL214C YPL178W YOR098C"
298,2,0.9500,0.9500,1.370,0.1503,0.110336,"YJR089W YBR156C"
299,2,0.4400,0.4400,0.9600,0.08148,0.658454,"YHR179W YMR201C"
300,3,0.5333,1.600,0.8700,0.1889,0.0404278,"YMR170C YMR169C YKL100C"
301,2,0.9200,0.9200,1.990,0.1331,0.658454,"YLR319C YOR304C-A"
302,2,0.9900,0.9900,1.410,0.1547,0.658454,"YLR354C YGR043C"
303,8,0.4586,12.84,26.06,0.2339,0.356495,"YOR061W YER164W YGL019W YOR039W YKL088W YKR072C YLR407W YMR172W"
304,6,0.4047,6.070,20.73,0.1564,0.287587,"YBR109C YGL242C YMR109W YOL109W YKL129C YMR071C"
305,3,0.4600,1.380,0.5400,0.1742,0.0920193,"YNR046W YML014W YOL124C"
306,5,0.4250,4.250,8.690,0.1853,0.146663,"YMR308C YDR101C YJL122W YLR276C YER107C"
307,2,0.9800,0.9800,0.6700,0.1735,0.110336,"YNL037C YOR136W"
308,2,0.6600,0.6600,1.140,0.1138,0.658454,"YNL168C YEL013W"
309,4,0.4067,2.440,14.27,0.09875,0.500000,"YCR009C YPL249C YMR192W YOL098C"
310,2,0.6800,0.6800,1.670,0.1071,0.658454,"YLL062C YOR064C"
311,5,0.4690,4.690,19.74,0.1362,0.582734,"YGL245W YBL032W YGL105W YGR264C YOR097C"
312,3,0.5533,1.660,0.7300,0.1979,0.0404278,"YBR171W YOR254C YLR292C"
313,21,0.3793,79.65,71.76,0.4118,0.000311115,"YBR119W YBL074C YGR074W YHR165C YPR182W YBR055C YER029C YOR159C YKL012W YLR147C YLR275W YOR308C YDR473C YGR091W YER172C YKL173W YFL018W-A YPR057W YNR011C YOR305W YDL085C-A"
314,3,0.4900,1.470,1.330,0.1670,0.187913,"YHR183W YGR256W YHR137W"
315,2,0.7800,0.7800,1.070,0.1333,0.658454,"YBR223C YGL082W"
316,3,0.5000,1.500,0.9700,0.1771,0.0382613,"YGL050W YIL050W YDR140W"
317,8,0.4104,11.49,2.270,0.3861,0.000733669,"YAL033W YBR257W YHR062C YNL221C YBR167C YDR478W YNL282W YIR015W"
318,3,0.4133,1.240,0.8300,0.1537,0.187913,"YAL024C YPR140W Q0050"
319,2,0.9900,0.9900,0.4000,0.1837,0.110336,"YBL045C YPR191W"
320,2,0.6700,0.6700,0.2900,0.1351,0.110336,"YBL047C YCR030C"
