Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
33,6,0.6000,9.000,165.0,0.04839,0.854883,"YGL106W YAL029C YOR326W YKL124W YMR163C YPL040C"
34,6,0.6000,9.000,163.0,0.04891,0.988388,"YML085C YNL223W YFL037W YML124C YJL159W YNL148C"
35,18,0.5490,84.00,261.0,0.2205,0.821684,"YLR447C YGR105W YDL185W YPR036W YGR020C YBR127C YEL051W YMR054W YOR270C YOR332W YHR039C-A YKL080W YLR090W YJR033C YMR027W YCL005W-A YDR202C YGR106C"
36,5,0.6000,6.000,131.0,0.04082,0.996774,"YHR099W YGL073W YKL062W YOL083W YNL136W"
37,4,0.6667,4.000,82.00,0.04255,0.814074,"YDR100W YHR105W YNL204C YBL069W"
38,3,0.6667,2.000,9.000,0.1176,0.880704,"YPL281C YGL083W YPR137C-B"
39,6,0.6000,9.000,104.0,0.07200,0.979387,"YLR293C YJR074W YOR185C YKL205W YDL193W YGL164C"
40,6,0.6000,9.000,136.0,0.05732,0.988045,"YOL148C YML051W YPL248C YBR020W YDR009W YDR123C"
41,11,0.6000,33.00,441.0,0.06653,0.999690,"YDL060W YNL207W YPL012W YBR247C YMR093W YOR056C YLR435W YKL143W YPL266W YOR145C YKR057W"
42,8,0.6071,17.00,165.0,0.08586,0.980450,"YJL148W YDL208W YGR280C YMR269W YHR089C YHR072W-A YGR283C YMR310C"
43,6,0.6000,9.000,92.00,0.07965,0.979387,"YML016C YKR072C YDR436W YFR003C YMR311C YPR005C"
44,25,0.6000,180.0,482.0,0.2528,0.682954,"YGR055W YPL058C YBR052C YLL028W YOR153W YGR065C YDL222C YHR094C YER145C YGL077C YNL268W YLR413W YML072C YDR501W YPR138C YPL265W YKL051W YGL056C YHR096C YDR011W YPR156C YIL121W YHL016C YBL029C-A YGR138C"
45,11,0.6000,33.00,355.0,0.08049,0.997174,"YGR060W YML012W YNL130C YOR016C YGL200C YAR002C-A YHR123W YDL018C YAL007C YDR107C YHR110W"
46,22,0.6277,145.0,430.0,0.2342,0.908560,"YBR245C YDR303C YCR020W-B YHR056C YCR052W YMR033W YIL126W YPR034W YKR008W YLR357W YFR037C YLR033W YMR091C YGR056W YLR321C YNR023W YML127W YFL049W YGR275W YLR176C YBL006C YBL019W"
47,10,0.6222,28.00,116.0,0.1707,0.926310,"YBR103W YCR033W YMR273C YIL112W YHR119W YOL068C YOR279C YGL194C YKR029C YEL064C"
48,5,0.6000,6.000,27.00,0.1395,0.915368,"YLR172C YIL066C YHR024C YLR163C YHR120W"
49,5,0.6000,6.000,116.0,0.04545,0.879078,"YNL161W YDR293C YER033C YCL051W YLR286C"
50,4,0.6667,4.000,110.0,0.03279,0.993216,"YNL064C YCL037C YLR256W YLR369W"
51,8,0.6071,17.00,54.00,0.1954,0.736916,"YDR288W YLR007W YEL019C YOL034W YLR383W YCL073C YML023C YDL105W"
52,6,0.6000,9.000,116.0,0.06569,0.998763,"YKL139W YKR018C YML112W YJL006C YMR041C YDL103C"
53,7,0.9048,19.00,45.00,0.2436,0.881038,"YEL003W YJL179W YGR078C YML094W YLR212C YNL153C YLR200W"
54,5,0.6000,6.000,109.0,0.04800,0.997012,"YLR215C YER025W YNL116W YHR115C YOR360C"
55,6,0.6000,9.000,97.00,0.07627,0.996925,"YFL023W YMR219W YPR169W YDR475C YDR096W YER033C"
56,6,0.6000,9.000,124.0,0.06207,0.887167,"YPL161C YHR107C YJR076C YHR061C YDR218C YOR084W"
57,6,0.6000,9.000,117.0,0.06522,0.997760,"YAL038W YIL125W YJL101C YFR049W YFL018C YDR148C"
58,3,0.6667,2.000,22.00,0.06667,0.986587,"YDR124W YDR063W YHR155W"
59,8,0.6429,18.00,92.00,0.1429,0.994010,"YKR027W YLR330W YBR023C YNL045W YOR299W YBR180W YMR237W YJL099W"
60,13,0.6026,47.00,463.0,0.08769,0.999397,"YLR009W YCR072C YPR016C YIR026C YHR170W YDR101C YJL122W YLR074C YGL099W YNL227C YBR267W YLR397C YLR387C"
61,9,0.6944,25.00,86.00,0.1938,0.733773,"YPL086C YPL101W YBL071W-A YLR384C YGR200C YHR187W YKL110C YMR312W YGL230C"
62,4,0.6667,4.000,21.00,0.1212,0.972743,"YMR204C YJL185C YPL112C YDR329C"
63,21,0.6000,126.0,701.0,0.1450,0.999992,"YGR060W YCR034W YHR140W YBR290W YER026C YBR183W YDR331W YJL117W YDL015C YNL101W YMR215W YDR297W YPL076W YBR036C YLR372W YKL065C YMR134W YKL154W YJR117W YJL196C YDR410C"
64,6,0.6000,9.000,137.0,0.05696,0.998763,"YKR062W YPR052C YBR089C-A YPL194W YOR187W YDR208W"
65,3,0.6667,2.000,8.000,0.1250,0.880704,"YHR171W YER134C YLL042C"
66,11,0.6182,34.00,292.0,0.09770,0.999915,"YPL218W YPR181C YIL109C YLR078C YHR098C YLR026C YIL004C YLR268W YNL049C YPL085W YDR517W"
67,42,0.6039,520.0,1205,0.2875,0.721204,"YHR165C YMR240C YOR308C YER112W YER172C YBR055C YLR275W YBL026W YDR473C YLL036C YFL017W-A YGR091W YJL203W YML049C YJR022W YNL147W YLR438C-A YPL213W YPR178W YPR082C YJL124C YOR320C YOR159C YGR075C YBR152W YKL173W YDL030W YMR288W YCR077C YDL098C YPR182W YLR117C YER029C YGR074W YOL149W YMR268C YLR147C YER146W YDR378C YNL145W YDL184C YFL066C"
68,15,0.6000,63.00,262.0,0.1775,0.994737,"YDR013W YJL072C YEL032W YBL023C YNL102W YDR489W YPR019W YCL061C YIL150C YNL262W YBL035C YKL045W YLR103C YPR135W YIR008C"
69,11,0.9273,51.00,231.0,0.1678,0.999556,"YGL150C YNL059C YER092W YJL081C YFL013C YNL215W YDL002C YOR141C YLR052W YOR189W YEL044W"
70,4,0.6667,4.000,23.00,0.1143,0.987210,"Q0250 YBR024W YDR231C YBR037C"
71,5,0.7000,7.000,34.00,0.1373,0.966962,"YOL081W YGL121C YOR371C YAL056W YBR140C"
72,4,0.6667,4.000,59.00,0.05634,0.962952,"YEL063C YML052W YOR161C YBR021W"
73,4,0.6667,4.000,48.00,0.06667,0.228385,"YDL100C YGL020C YBR014C YER083C"
74,11,0.6364,35.00,207.0,0.1326,0.992613,"YNL004W YHR167W YCL011C YML062C YNL139C YKL214C YDL084W YDR138W YBR020W YOR166C YNL253W"
75,3,0.6667,2.000,14.00,0.09091,0.978443,"YPL154C YMR174C YHR146W"
76,3,0.6667,2.000,7.000,0.1333,0.812087,"YKL019W YGL155W YDL090C"
77,33,0.6023,318.0,656.0,0.3058,0.357166,"YLR018C YMR047C YGR119C YDL088C YDR159W YBL079W YML031W YDL116W YML103C YDL207W YKL068W YFR002W YJL041W YDR192C YGL172W YKL057C YJL061W YMR153W YER105C YIL115C YAR002W YKR082W YMR129W YGL092W YLR335W YDR465C YER107C YOR098C YPL169C YJR042W YJL039C YGL100W YKL186C"
78,8,0.6071,17.00,81.00,0.1491,0.890759,"YBR221C YER178W YDR430C YNL071W YGR193C YFL018C YCR079W YJL131C"
79,5,0.6000,6.000,81.00,0.06186,0.995695,"YKL174C YCR028C YPR198W YGL051W YAR033W"
80,6,0.6667,10.00,94.00,0.08621,0.998210,"YNL047C YER093C YMR068W YIL105C YBR270C YPL059W"
81,3,0.6667,2.000,13.00,0.09524,0.978443,"YAL009W YJR034W YHR004C"
82,5,0.6000,6.000,81.00,0.06186,0.989803,"YHR134W YDL013W YER116C YBL063W YCR039C"
83,5,0.6000,6.000,65.00,0.07407,0.964315,"YJL047C YDR054C YPR164W YBR026C YOL063C"
84,5,0.6000,6.000,45.00,0.09836,0.978061,"YIL048W YBR164C YNL297C YDR141C YPR095C"
85,3,1.000,3.000,11.00,0.1500,0.823161,"YFR044C YBR281C YNL191W"
86,4,0.6667,4.000,36.00,0.08333,0.990291,"YER117W YPL208W YDR361C YHR022C"
87,22,0.6364,147.0,358.0,0.2678,0.689281,"YPR103W YFL007W YOL038W YMR314W YER094C YOR157C YOR362C YGL011C YJL001W YDL188C YBL041W YGR253C YCR076C YKR070W YGR135W YPL144W YKL206C YBR173C YLR199C YFR050C YML092C YLR021W"
88,4,0.6667,4.000,66.00,0.05128,0.993495,"YJR112W YPR141C YOR360C YMR198W"
89,3,0.6667,2.000,6.000,0.1429,0.880704,"YIR021W YOL052C Q0115"
90,6,0.6000,9.000,128.0,0.06040,0.996850,"YCR012W YHR174W YKL060C YEL031W YDR161W YER168C"
91,6,0.6000,9.000,120.0,0.06383,0.996526,"YLR362W YLR313C YLR319C YDL159W YER087W YLL021W"
92,3,1.000,3.000,8.000,0.1765,0.823161,"YLR154C YDR279W YNL072W"
93,4,0.6667,4.000,59.00,0.05634,0.973496,"YGL086W YIL149C YKR095W YML107C"
94,33,0.5852,309.0,743.0,0.2764,0.659363,"YDR167W YDR392W YDR448W YGR252W YDR145W YOL148C YHR099W YGL112C YML098W YDR176W YMR005W YLR055C YGR274C YBR081C YEL009C YDR216W YMR227C YMR236W YGL066W YBR198C YBR111W-A YPL254W YPL011C YML015C YCR042C YCL010C YMR223W YPL047W YER164W YOL072W YML114C YOR023C YGL262W"
95,5,0.7000,7.000,14.00,0.2258,0.124107,"YLR201C YOR125C YOL096C YGR255C YDR204W"
96,5,0.7000,7.000,53.00,0.1000,0.964315,"YMR127C YPR018W YDR181C YOR213C YBR007C"
97,9,0.6111,22.00,148.0,0.1170,0.979400,"YOR014W YDL134C YOR073W YPL152W YGR161C YDL188C YAL016W YMR028W YHR075C"
98,17,0.6176,84.00,280.0,0.2111,0.992534,"YLR274W YDR013W YJL072C YBR202W YEL032W YNL273W YBL023C YGL201C YDR489W YJR046W YPR019W YCL061C YDR052C YIL150C YOL146W YLR103C YPR135W"
99,11,0.5091,28.00,187.0,0.1181,0.996508,"YNR024W YNL251C YJL050W YMR137C YDL175C YOL115W YIL079C YPL190C YCR035C YNL299W YJR036C"
100,7,0.6190,13.00,84.00,0.1171,0.902330,"YFR015C YGL134W YLR258W YOR178C YPL219W YKR058W YJL137C"
101,7,0.6190,13.00,124.0,0.08609,0.998747,"YNL044W YGR177C YGL198W YGL210W YNL263C YNL304W YBR264C"
102,9,0.6389,23.00,165.0,0.1117,0.996736,"YFR027W YPR007C YFL008W YJL074C YDL003W YIL026C YMR076C YDR180W YPL155C"
103,3,0.6667,2.000,11.00,0.1053,0.987691,"YIL162W YHR087W YDR147W"
104,5,0.6000,6.000,29.00,0.1333,0.977914,"YCR024C YJL025W YBL014C YCL048W YML043C"
105,6,0.6000,9.000,77.00,0.09184,0.994537,"YDL132W YDR306C YDR131C YOL025W YJL149W YDR139C"
106,4,0.8333,5.000,21.00,0.1471,0.966623,"YBR057C YGL192W YCL055W YGL036W"
107,3,0.6667,2.000,5.000,0.1538,0.500000,"YMR179W YJL127C YOL110W"
108,4,0.6667,4.000,26.00,0.1053,0.907062,"YPR176C YOR347C YJL031C YOR370C"
109,11,0.6000,33.00,129.0,0.1793,0.927503,"YHR029C YKL018W YHR119W YAR003W YPL138C YLR015W YBR175W YDR469W YBR258C YOR279C YPL029W"
110,5,0.6000,6.000,109.0,0.04800,0.997012,"YGL003C YPL256C YPL267W YOR372C YDL155W"
111,4,0.6667,4.000,71.00,0.04819,0.993216,"YMR072W YOR058C YOR374W YER116C"
112,6,0.6000,9.000,144.0,0.05455,0.998599,"YMR061W YDR228C YDL195W YOR250C YHR216W YPR043W"
113,5,0.6000,6.000,26.00,0.1429,0.776150,"YBR044C YDL120W YLL041C YKL148C YPR004C"
114,35,0.5966,355.0,273.0,0.5086,5.74529e-07,"YML009C YNL284C YGR220C YPL173W YDR116C YKR006C YML025C YBR122C YOL027C YJL063C YDR405W YNL005C YLR312W-A YPR125W YBR282W YDR237W YCR071C YDR322W YKR085C YCR046C YDR462W YKL167C YBL038W YDR296W YGR076C YMR024W YPL183W-A YOR150W YMR193W YNL252C YLR439W YPR100W YHR147C YMR225C YNL185C"
115,6,0.6000,9.000,93.00,0.07895,0.986257,"YOL082W YKL103C YGL215W YOL001W YGL156W YCL033C"
116,5,0.6000,6.000,68.00,0.07143,0.997090,"YKL103C YGL215W YOL001W YGL156W YMR311C"
117,4,0.6667,4.000,85.00,0.04124,0.993216,"YOR375C YJL008C YDR127W YJL159W"
118,5,0.6000,6.000,82.00,0.06122,0.934933,"YPL115C YML109W YMR273C YHR149C YIL055C"
119,8,0.6429,18.00,103.0,0.1314,0.930139,"YJL178C YBR207W YOR316C YGL006W YML018C YHR175W YOL129W YDR352W"
120,7,0.7619,16.00,36.00,0.2424,0.746710,"YPL002C YMR077C YPL065W YKL041W YJR102C YLR119W YLR417W"
121,43,0.5803,524.0,1023,0.3209,0.0894746,"YHR165C YMR240C YER172C YDR482C YMR125W YKL095W YPL151C YNR011C YDR364C YLL036C YFL017W-A YJL203W YML049C YMR213W YER013W YPR101W YPL213W YBR152W YKR086W YKL173W YBR065C YDL030W YMR288W YAL032C YDL209C YPR182W YLR117C YER029C YGR074W YDR088C YBR188C YLR147C YLR424W YGR278W YDR163W YIR009W YGR129W YCR063W YGL128C YKR022C YJR050W YDR416W YNL245C"
122,4,0.6667,4.000,56.00,0.05882,0.993495,"YDR374C YOR231W YBR260C YGR196C"
123,11,0.5455,30.00,88.00,0.2143,0.434322,"YKL016C Q0085 YDL004W YJR121W YDR298C YPL078C Q0080 YBL099W YML081C-A YDR377W YPL271W"
124,4,0.6667,4.000,47.00,0.06780,0.878737,"YBR212W YNL016W YCL026C-A YDL167C"
125,26,0.9846,320.0,558.0,0.3441,0.00555710,"YOR174W YHR058C YCL028W YNL236W YOL051W YBR193C YLR071C YHR041C YER022W YGL025C YOL135C YNR010W YGR104C YBL093C YML007W YGL151W YPL042C YGL127C YBR253W YDR308C YDR443C YCR081W YPR070W YDL005C YPR168W YMR112C"
126,10,0.6000,27.00,110.0,0.1720,0.979983,"YDR164C YPL232W YMR183C YAL030W YMR017W YGR009C YER143W YOR327C YNR049C YGR197C"
127,4,0.6667,4.000,56.00,0.05882,0.962952,"YKL008C YHL003C YDR541C YMR298W"
128,6,0.7333,11.00,15.00,0.2895,0.0715141,"YBR097W YLR240W YBR128C YPL120W YLR360W YFL053W"
129,6,0.6000,9.000,106.0,0.07087,0.998089,"YPL161C YLR229C YAL041W YGR152C YGL233W YGR221C"
130,4,0.6667,4.000,52.00,0.06250,0.927975,"YBR260C YNL094W YGR196C YAL049C"
131,4,0.6667,4.000,44.00,0.07143,0.962952,"YPL070W YLR245C YBR111C YPR193C"
132,15,0.8667,91.00,176.0,0.3064,0.129787,"YNR024W YHR081W YOR001W YOL021C YDR280W YJR051W YGR195W YNL232W YGR095C YOL142W YCR035C YOR076C YDL111C YHR069C YGR158C"
133,14,0.6154,56.00,197.0,0.1993,0.963630,"YAL011W YLR085C YML041C YJL081C YLR399C YGR002C YLR385C YBR231C YNL107W YDR334W YDR485C YIR018W YOL052C YIL119C"
134,6,0.6000,9.000,96.00,0.07692,0.991261,"YBR112C YNL167C YCR084C YCL067C YLR176C YPR068C"
135,10,0.6444,29.00,221.0,0.1074,0.998638,"YBR171W YAL028W YLR378C YPL094C YLR292C YDR086C YOR254C YER087C-B YOR324C YIL162W"
136,3,0.6667,2.000,13.00,0.09524,0.812087,"YDR520C YOL116W YBR246W"
137,4,0.6667,4.000,30.00,0.09524,0.993216,"YHR185C YBL063W YMR016C YDR304C"
138,4,0.6667,4.000,24.00,0.1111,0.972743,"YNL180C YDR353W YCR083W YHR106W"
139,6,0.6000,9.000,49.00,0.1286,0.998089,"YHR206W YIL147C YIR004W YDL235C YLR006C YJR074W"
140,3,1.000,3.000,19.00,0.1071,0.990789,"YBR083W YER109C YMR164C"
141,5,0.6000,6.000,25.00,0.1463,0.968279,"YJR131W YBR296C-A YJR108W YKL037W YBR255C-A"
142,8,0.6071,17.00,91.00,0.1371,0.994595,"YPR029C YKL135C YHL019C YLR170C YJL207C YFL034W YHR108W YFR043C"
143,9,0.6389,23.00,158.0,0.1156,0.999187,"YOR373W YDL239C YOL091W YPL124W YNL225C YKL042W YLR227C YER129W YOR177C"
144,3,0.6667,2.000,21.00,0.06897,0.986587,"YBR162C YMR214W YBL060W"
145,5,0.6000,6.000,69.00,0.07059,0.989803,"YGR072W YMR080C YHR077C YDR034C YOR076C"
146,12,0.6667,44.00,147.0,0.2047,0.970704,"YOR144C YFR027W YOL094C YDL164C YOR217W YJR068W YNL290W YHR191C YBR087W YMR078C YER173W YCL016C"
147,8,0.6071,17.00,182.0,0.07907,0.997491,"YKL004W YDR238C YKR067W YFR051C YPL246C YNL287W YPL010W YPL057C"
148,3,0.6667,2.000,9.000,0.1176,0.970327,"YGL091C YBR141C YIL003W"
149,9,0.7778,28.00,41.00,0.3218,0.0252437,"YMR135C YGL227W YBR105C YCL039W YDR255C YIL097W YBL049W YIL017C YDL176W"
150,4,0.6667,4.000,40.00,0.07692,0.993495,"YHR102W YKL189W YBR001C YOR353C"
151,6,0.6000,9.000,93.00,0.07895,0.992308,"YJL065C YOR304W YDR121W YDR541C YGL133W YLR176C"
152,15,0.6286,66.00,319.0,0.1590,0.990588,"YOR290C YKL109W YMR033W YPR034W YBR289W YJL176C YHL025W YNR023W YBL008W YFL049W YGR275W YPL016W YDR073W YOR038C YBL006C"
153,45,0.6000,594.0,1065,0.3396,0.0180735,"YHR165C YMR240C YOR308C YER172C YBR055C YDR482C YLR275W YMR125W YDR473C YNR011C YLL036C YFL017W-A YGR091W YML046W YJL203W YDL087C YML049C YGR013W YPL178W YPR101W YPL213W YPR178W YPR082C YOR159C YHR086W YGR075C YBR152W YBL074C YKL173W YDL030W YMR288W YIL061C YDL098C YBR119W YDR235W YPR182W YER029C YGR074W YLR147C YDR240C YDL043C YLR298C YDR378C YPR057W YKL012W"
154,17,0.6544,89.00,188.0,0.2862,0.513769,"YML001W YKR014C YMR231W YDR080W YOR106W YPL045W YDR495C YBR131W YDL077C YLR148W YMR197C YPL195W YLR396C YLR093C YGL212W YAL002W YGL124C"
155,13,0.6026,47.00,300.0,0.1260,0.998314,"YML067C YIL004C YDR238C YDL145C YNL258C YDR372C YLR268W YFL048C YFR051C YNL287W YIL076W YPL010W YPL057C"
156,6,0.6000,9.000,90.00,0.08108,0.998524,"YGR140W YMR168C YJR060W YHR014W YMR094W YPL268W"
157,6,0.6667,10.00,73.00,0.1053,0.997292,"YAL026C YDR093W YNL323W YER166W YJL204C YCR094W"
158,3,0.6667,2.000,16.00,0.08333,0.987691,"YNL024C YOR252W YPR047W"
159,3,1.000,3.000,12.00,0.1429,0.908789,"YFR029W YDR160W YJL156C"
160,6,0.6000,9.000,112.0,0.06767,0.981645,"YML095C YPL022W YCR092C YOL090W YAL027W YGR096W"
161,4,0.6667,4.000,52.00,0.06250,0.993495,"YLR039C YJR134C YDR137W YLR262C"
162,5,0.6000,6.000,79.00,0.06316,0.997090,"YOL045W YNR064C YJL006C YMR041C YNR033W"
163,18,0.6275,96.00,287.0,0.2291,0.908980,"YJR135C YDR383C YPL018W YDR318W YAL034W-A YLR315W YGL093W YOL054W YGR179C YGL060W YDR254W YLR381W YBR107C YGR006W YPL233W YPR046W YBR211C YNR062C"
164,19,0.6023,103.0,853.0,0.1036,0.999960,"YML010W YGL207W YGR116W YOR061W YBR279W YLR418C YGL244W YOR123C YIL035C YOR039W YML069W YGR063C YGL008C YOL145C YGL019W YER164W YMR172W YDR346C YOL026C"
165,5,0.6000,6.000,48.00,0.09375,0.900586,"YKL193C YDR436W YFR003C YPL179W YPR005C"
166,22,0.6017,139.0,286.0,0.2964,0.485910,"YKL059C YPL008W YGR047C YKR002W YKL018W YDR301W YLR115W YMR061W YDR195W YDR228C YCR042C YGR156W YOR250C YJR093C YNL222W YAL043C YNL317W YDL218W YGL044C YPR107C YLR277C YOR179C"
167,16,0.6167,74.00,301.0,0.1818,0.999846,"YHR099W YML041C YJL081C YJR082C YHR090C YGR002C YLR385C YEL018W YFL024C YBR231C YNL136W YPR023C YDR359C YNL107W YGR208W YDR485C"
168,15,0.6286,66.00,274.0,0.1784,0.994680,"YER068W YNL288W YPL037C YCR093W YNL091W YBL051C YDR252W YGR134W YNR052C YIL038C YDL165W YBR172C YAL021C YDL224C YPR072W"
169,10,0.6000,27.00,177.0,0.1205,0.995044,"YGR083C YIL131C YJR007W YPL237W YNL265C YBL037W YKR026C YDR211W YOR260W YGR194C"
170,3,0.6667,2.000,11.00,0.1053,0.970327,"YGR023W YKL119C YNL237W"
171,4,0.6667,4.000,49.00,0.06557,0.927975,"YDR092W YMR140W YGL087C YER061C"
172,3,0.6667,2.000,8.000,0.1250,0.917920,"YKR023W YGR271W YGL110C"
173,6,0.6000,9.000,51.00,0.1250,0.312730,"YNR017W YOR236W YGR181W YJR135W-A YKL195W YKL084W"
174,12,0.6212,41.00,329.0,0.1041,0.999463,"YDR507C YCR002C YNL233W YCL024W YLR314C YHR107C YJR092W YJR076C YDR085C YDL225W YNL078W YNL166C"
175,4,0.6667,4.000,59.00,0.05634,0.995757,"YER131W YLR435W YGL189C YLL027W"
176,10,0.6000,27.00,181.0,0.1184,0.998807,"YBL050W YBR080C YOR036W YMR197C YAL014C YKL196C YAL030W YDR468C YJR125C YGL095C"
177,8,0.6071,17.00,83.00,0.1466,0.959684,"YBR002C YBR177C YBR041W YLL012W YKL140W YHR072W YKL094W YHR003C"
178,5,0.6000,6.000,38.00,0.1111,0.626369,"YGL213C YHR157W YHL022C YLR329W YML108W"
179,3,0.6667,2.000,8.000,0.1250,0.880704,"YKL075C YNL164C YLR014C"
180,5,0.6000,6.000,56.00,0.08333,0.804166,"YML099C YDR207C YMR043W YOR337W YMR042W"
181,7,0.6190,13.00,95.00,0.1066,0.983490,"YPL191C YGR180C YOR230W YGL016W YOR229W YJL026W YLR437C"
182,7,0.6190,13.00,190.0,0.05991,0.989560,"YMR086W YGR130C YMR031C YBR136W YDL101C YCR004C YDR531W"
183,23,0.6008,152.0,435.0,0.2401,0.738229,"YGR055W YPL058C YBR052C YLR332W YGR065C YDR032C YDL222C YER145C YGL077C YGR121C YML072C YOL105C YLR326W YER020W YPR138C YAL053W YKL051W YGL108C YBL029C-A YNL283C YDR497C YPL221W YGR138C"
184,5,0.9000,9.000,25.00,0.2045,0.707435,"YHR111W YGL211W YOR251C YNL119W YIL008W"
185,6,0.6000,9.000,110.0,0.06870,0.966365,"YHR084W YPL049C YCL067C YDR480W YCL066W YJR003C"
186,13,0.6154,48.00,261.0,0.1433,0.999958,"YBR060C YPL008W YLL004W YPR162C YPR120C YBL023C YPL001W YJR046W YDR052C YJL194W YNL261W YEL056W YHR118C"
187,5,0.7000,7.000,107.0,0.05645,0.997090,"YDR303C YOR253W YDL040C YHR013C YGL045W"
188,4,0.6667,4.000,32.00,0.09091,0.558074,"YJL019W YOL104C YIL085C YPL200W"
189,4,0.6667,4.000,56.00,0.05882,0.993216,"YGL130W YOR375C YPL228W YAL062W"
190,5,0.9000,9.000,66.00,0.1059,0.997090,"YBR215W YBL008W YNL206C YJR140C YOR038C"
191,6,0.6000,9.000,93.00,0.07895,0.995510,"YDR062W YJR077C YHR020W YGR038W YEL022W YBR058C-A"
192,5,1.000,10.00,51.00,0.1408,0.962680,"YDR027C YDR468C YDR484W YKR020W YJL029C"
193,51,0.6000,765.0,2294,0.2420,0.984619,"YNL110C YNR053C YKL172W YDR412W YHR085W YLR009W YNL061W YCR072C YPR016C YMR290C YLR002C YER006W YIR026C YDL031W YFL002C YPL131W YOR206W YKR081C YNL182C YER126C YPL211W YHR052W YLL045C YHR170W YGR103W YDR101C YLL008W YPL093W YOL127W YKL009W YMR049C YLL034C YDR087C YHR197W YOR063W YLR325C YOL077C YJL122W YHR088W YNL002C YFR001W YLR074C YDR496C YGL099W YLR106C YGL111W YOR272W YBR267W YAL059W YGR245C YLR387C"
194,14,0.5385,49.00,96.00,0.2832,0.0906008,"YGL153W YKL197C YDR244W YGR077C YNL214W YOL044W YNL329C YDR265W YMR026C YGR133W YAL055W YJL210W YHR160C YDL045C"
195,11,0.6182,34.00,167.0,0.1525,0.997460,"YDR311W YER171W YIL143C YPR056W YLR005W YOR046C YDR079C-A YGR258C YPL122C YDR460W YPR025C"
196,11,0.6000,33.00,185.0,0.1375,0.996532,"YBR234C YNL040W YLR337C YNL243W YIL034C YKL013C YLR370C YJR065C YNR035C YDR063W YIL062C"
197,5,0.6000,6.000,80.00,0.06250,0.989803,"YOR212W YJL157C YDR183W YHR005C YJR086W"
198,5,0.6000,6.000,67.00,0.07229,0.997012,"YGL161C YGL198W YJL036W YDR446W YDR425W"
199,3,1.000,3.000,34.00,0.06977,0.964649,"YLR438W YLR328W YGR010W"
200,4,0.6667,4.000,43.00,0.07273,0.904367,"YLR386W YFR019W YNL325C YOR336W"
201,8,0.6071,17.00,74.00,0.1589,0.937219,"YHR083W YGR082W YNL070W YNL131W YMR203W YPR133W-A YAL010C YDR375C"
202,3,0.6667,2.000,17.00,0.08000,0.986587,"YJL042W YOR323C YCR005C"
203,5,0.7000,7.000,31.00,0.1458,0.956662,"YBL037W YOL062C YJR005W YDL010W YJR058C"
204,5,0.6000,6.000,71.00,0.06897,0.997090,"YER062C YIL053W YPL201C YBR182C YHL032C"
205,4,0.6667,4.000,57.00,0.05797,0.993216,"YOR232W YEL030W YJR062C YDR111C"
206,8,0.6071,17.00,123.0,0.1090,0.995123,"YGR140W YMR168C YJR060W YJR089W YBR156C YMR094W YPL268W YHR199C-A"
207,8,0.7857,22.00,79.00,0.1880,0.937892,"YKL122C YPL210C YML105C YPL243W YDL092W YPR088C YDL051W YCR090C"
208,3,0.6667,2.000,11.00,0.1053,0.917920,"YOR108W YNL104C YKL183W"
209,3,0.6667,2.000,11.00,0.1053,0.978443,"YJL198W YCR037C YHR136C"
210,3,0.6667,2.000,10.00,0.1111,0.880704,"YKL026C YGL113W YOR060C"
211,4,0.6667,4.000,41.00,0.07547,0.987210,"YKR093W YEL017C-A YNL194C YPR079W"
212,5,0.6000,6.000,68.00,0.07143,0.997090,"YKR083C YBL043W YKL089W YBR157C YBR233W-A"
213,7,0.6667,14.00,120.0,0.09459,0.998856,"YOL112W YER149C YNL293W YLR319C YNL271C YLL021W YEL017W"
214,3,0.6667,2.000,19.00,0.07407,0.986587,"YNL001W YLR456W YKR084C"
215,11,0.7091,39.00,136.0,0.1980,0.846920,"YPR105C YGL005C YGR120C YML071C YER157W YDL113C YNL041C YJL036W YGL223C YNL051W YGL038C"
216,8,0.6786,19.00,45.00,0.2375,0.435899,"YPL002C YMR077C YPL065W YJR102C YLR119W YCL008C YGR206W YLR417W"
217,11,0.6182,34.00,157.0,0.1596,0.971948,"YJL151C YBR002C YBR177C YBR041W YLL012W YLR100W YDL052C YLR144C YKL140W YHR072W YKR089C"
218,5,0.6000,6.000,55.00,0.08451,0.878340,"YIL046W YML082W YPL038W YNL103W YDR253C"
219,6,0.6000,9.000,72.00,0.09677,0.996850,"YKL181W YOL061W YHL011C YER099C YEL029C YBL068W"
220,12,0.6212,41.00,118.0,0.2240,0.476823,"YJL002C YML019W YDL232W YER019C-A YLR378C YGL022W YER087C-B YOR103C YOR085W YNL318C YLR404W YGL226C-A"
221,11,0.6000,33.00,87.00,0.2324,0.901855,"YLR203C YGL187C Q0045 Q0275 YML129C YNL052W YGR112W YIL157C YJL062W-A Q0105 YIL111W"
222,7,0.6190,13.00,57.00,0.1548,0.863141,"YKL016C Q0085 YPL078C YPR020W YML081C-A YDR377W YDR322C-A"
223,17,0.6250,85.00,246.0,0.2329,0.811045,"YNL330C YBR095C YNL097C YPL181W YDR207C YIL084C YAL013W YMR263W YKL185W YOR337W YPL139C YOL004W YPR023C YIL101C YMR075W YDL076C YKL072W"
224,6,0.6000,9.000,117.0,0.06522,0.996896,"YOR281C YJL111W YDL143W YNL212W YIL142W YDR030C"
